latitude,longitude,business_name,street_address,zip,NAICS_2017_6digit_code,NAICS_2017_6digit_desc,NAICS_2017_2digit_code,NAICS_2017_2digit_desc,estimated_employment,employment_buckets,mainstreet,geometry,district,index_right,DISTRICT
42.351239,-71.168429,thai north,433 Faneuil St,2135,722511,Full-Service Restaurants,72,Accommodation and Food Services,3.0,1 to 9,Brighton,POINT (-71.168429 42.351239),,7,9
42.35027,-71.164853,teresa market inc,571 Washington St,2135,445110,Supermarkets and Other Grocery (except Convenience) Stores,44,Retail Trade,2.0,1 to 9,Brighton,POINT (-71.164853 42.35027),,7,9
42.349394,-71.156032,tech rescue,425 Washington St,2135,811213,Communication Equipment Repair and Maintenance,81,Other Services,1.0,1 to 9,Brighton,POINT (-71.156032 42.349394),,7,9
42.350071,-71.165367,taireiki wellness center,580 Washington St,2135,621999,All Other Miscellaneous Ambulatory Health Care Services,62,Healthcare and Social Assistance,8.0,1 to 9,Brighton,POINT (-71.165367 42.350071),,7,9
42.348715,-71.158987,t-mobile,462 Washington St,2135,517312,Wireless Telecommunications Carriers (except Satellite),51,Information,6.0,1 to 9,Brighton,POINT (-71.158987 42.348715),,7,9
42.349185,-71.15886,susan ruffo associates,465 Washington St,2135,531210,Offices of Real Estate Agents and Brokers,53,Real Estate Rental and Leasing,6.0,1 to 9,Brighton,POINT (-71.15886 42.349185),,7,9
42.348879,-71.152505,superior dining group llc,2 Academy Hill Rd,2135,722310,Food Service Contractors,72,Accommodation and Food Services,2.0,1 to 9,Brighton,POINT (-71.152505 42.348879),,7,9
42.350318,-71.167409,sunoco oak square,602 Washington St,2135,447190,Other Gasoline Stations,44,Retail Trade,3.0,1 to 9,Brighton,POINT (-71.167409 42.350318),,7,9
42.352063,-71.172106,sullivan jos,692 Washington St,2135,624190,Other Individual and Family Services,62,Healthcare and Social Assistance,9.0,1 to 9,Brighton,POINT (-71.172106 42.352063),,7,9
42.3494,-71.155286,subway,419 Washington St,2135,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Brighton,POINT (-71.155286 42.3494),,7,9
42.348894,-71.151707,studio of engaging math,320 Washington St,2135,611710,Educational Support Services,61,Educational Services,9.0,1 to 9,Brighton,POINT (-71.151707 42.348894),,7,9
42.3489,-71.148244,"steward st elizabeth's medical center of boston, inc",736 Cambridge St,2135,0,,99,Undefined,4.0,1 to 9,Brighton,POINT (-71.148244 42.3489),,7,9
42.3489,-71.148244,steward st elizabeth medical ctr-id department,736 Cambridge St,2135,621999,All Other Miscellaneous Ambulatory Health Care Services,62,Healthcare and Social Assistance,501.0,100+,Brighton,POINT (-71.148244 42.3489),,7,9
42.348883,-71.147424,steward physicians network,11 Nevins St,2135,621111,Offices of Physicians (except Mental Health Specialists),62,Healthcare and Social Assistance,15.0,10 to 24,Brighton,POINT (-71.147424 42.348883),,7,9
42.3489,-71.148244,steward orthopedics,736 Cambridge St,2135,621111,Offices of Physicians (except Mental Health Specialists),62,Healthcare and Social Assistance,8.0,1 to 9,Brighton,POINT (-71.148244 42.3489),,7,9
42.349453,-71.151543,steward medical,12 Wirt St,2135,621493,Freestanding Ambulatory Surgical and Emergency Centers,62,Healthcare and Social Assistance,15.0,10 to 24,Brighton,POINT (-71.151543 42.349453),,7,9
42.348542,-71.159559,starbucks,470 Washington St,2135,722515,Snack and Nonalcoholic Beverage Bars,72,Accommodation and Food Services,10.0,10 to 24,Brighton,POINT (-71.159559 42.348542),,7,9
42.34917,-71.151749,star dance school newton,323 Washington St,2135,611610,Fine Arts Schools,61,Educational Services,3.0,1 to 9,Brighton,POINT (-71.151749 42.34917),,7,9
42.34917,-71.151749,star dance school,323 Washington St,2461,611610,Fine Arts Schools,61,Educational Services,6.0,1 to 9,Brighton,POINT (-71.151749 42.34917),,7,9
42.3489,-71.148244,st elizabeth's medical center,736 Cambridge St,2135,622110,General Medical and Surgical Hospitals,62,Healthcare and Social Assistance,30.0,25 to 49,Brighton,POINT (-71.148244 42.3489),,7,9
42.3489,-71.148244,st elizabeth's cardiovascular group,736 Cambridge St,2135,621111,Offices of Physicians (except Mental Health Specialists),62,Healthcare and Social Assistance,10.0,10 to 24,Brighton,POINT (-71.148244 42.3489),,7,9
42.349263,-71.153162,speechless music,353 Washington St,2135,711190,Other Performing Arts Companies,71,"Arts, Entertainment, and Recreation",1.0,1 to 9,Brighton,POINT (-71.153162 42.349263),,7,9
42.349263,-71.153162,speechless,353 Washington St,2135,0,,99,Undefined,0.0,Not Available,Brighton,POINT (-71.153162 42.349263),,7,9
42.349263,-71.153153,software tool & die,363 Washington St,2135,518210,"Data Processing, Hosting, and Related Services",51,Information,24.0,10 to 24,Brighton,POINT (-71.153153 42.349263),,7,9
42.352072,-71.172331,software tool & die,696 Washington St,2135,444130,Hardware Stores,44,Retail Trade,0.0,Not Available,Brighton,POINT (-71.172331 42.352072),,7,9
42.349465,-71.153117,soc noodles inc,412 Market St,2135,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Brighton,POINT (-71.153117 42.349465),,7,9
42.347872,-71.154392,shaloh house,29 Chestnut Hill Ave,2135,611110,Elementary and Secondary Schools,61,Educational Services,24.0,10 to 24,Brighton,POINT (-71.154392 42.347872),,7,9
42.3489,-71.148244,seward medical group,736 Cambridge St,2135,621111,Offices of Physicians (except Mental Health Specialists),62,Healthcare and Social Assistance,5.0,1 to 9,Brighton,POINT (-71.148244 42.3489),,7,9
42.3489,-71.148244,secap st elizabeth's comprehensive addiction program,736 Cambridge St,2135,621111,Offices of Physicians (except Mental Health Specialists),62,Healthcare and Social Assistance,25.0,25 to 49,Brighton,POINT (-71.148244 42.3489),,7,9
42.349263,-71.153162,scott kulman,353 Washington St,2135,0,,99,Undefined,5.0,1 to 9,Brighton,POINT (-71.153162 42.349263),,7,9
42.348881,-71.153272,scoop n scootery,360 Washington St,2135,722515,Snack and Nonalcoholic Beverage Bars,72,Accommodation and Food Services,0.0,Not Available,Brighton,POINT (-71.153272 42.348881),,7,9
42.348722,-71.153317,sassy by ebony nicole,8 Chestnut Hill Ave,2135,812112,Beauty Salons,81,Other Services,2.0,1 to 9,Brighton,POINT (-71.153317 42.348722),,7,9
42.349819,-71.153348,santander bank,415 Market St,2135,522110,Commercial Banking,52,Finance and Insurance,6.0,1 to 9,Brighton,POINT (-71.153348 42.349819),,7,9
42.348881,-71.153272,sam's tailor shop & dry cleaners,6 Chestnut Hill Ave,2135,448190,Other Clothing Stores,44,Retail Trade,1.0,1 to 9,Brighton,POINT (-71.153272 42.348881),,7,9
42.351625,-71.171493,saint johns seminary,676 Washington St,2135,611310,"Colleges, Universities, and Professional Schools",61,Educational Services,21.0,10 to 24,Brighton,POINT (-71.171493 42.351625),,7,9
42.348883,-71.147424,saint elizabeth's medical office,11 Nevins St,2135,621111,Offices of Physicians (except Mental Health Specialists),62,Healthcare and Social Assistance,8.0,1 to 9,Brighton,POINT (-71.147424 42.348883),,7,9
42.350165,-71.164769,ricky-b corp,567 Washington St,2135,0,,99,Undefined,0.0,Not Available,Brighton,POINT (-71.164769 42.350165),,7,9
42.349902,-71.150153,red lotus massage & bodywork,17 Henshaw St,2135,812199,Other Personal Care Services,81,Other Services,1.0,1 to 9,Brighton,POINT (-71.150153 42.349902),,7,9
42.34931,-71.153246,re/max select realty,420 Market St,2135,531210,Offices of Real Estate Agents and Brokers,53,Real Estate Rental and Leasing,13.0,10 to 24,Brighton,POINT (-71.153246 42.34931),,7,9
42.34865,-71.160286,prime realty group,480 Washington St,2135,531210,Offices of Real Estate Agents and Brokers,53,Real Estate Rental and Leasing,6.0,1 to 9,Brighton,POINT (-71.160286 42.34865),,7,9
42.349464,-71.149648,preventive medicine association,9 Henshaw St,2135,621493,Freestanding Ambulatory Surgical and Emergency Centers,62,Healthcare and Social Assistance,8.0,1 to 9,Brighton,POINT (-71.149648 42.349464),,7,9
42.350592,-71.169433,presentation school foundation community center,640 Washington St,2135,624110,Child and Youth Services,62,Healthcare and Social Assistance,10.0,10 to 24,Brighton,POINT (-71.169433 42.350592),,7,9
42.348879,-71.152505,porter belly's pub,338 Washington St,2135,722511,Full-Service Restaurants,72,Accommodation and Food Services,9.0,1 to 9,Brighton,POINT (-71.152505 42.348879),,7,9
42.3489,-71.148244,por cristo,736 Cambridge St,2135,813319,Other Social Advocacy Organizations,81,Other Services,3.0,1 to 9,Brighton,POINT (-71.148244 42.3489),,7,9
42.348894,-71.151707,plein-air art academy,320 Washington St,2135,611610,Fine Arts Schools,61,Educational Services,2.0,1 to 9,Brighton,POINT (-71.151707 42.348894),,7,9
42.350312,-71.165089,phils hair design,581 Washington St,2135,812112,Beauty Salons,81,Other Services,2.0,1 to 9,Brighton,POINT (-71.165089 42.350312),,7,9
42.349219,-71.151769,perreaut & childers,319 Washington St,2135,541110,Offices of Lawyers,54,"Professional, Scientific, and Technical Services",4.0,1 to 9,Brighton,POINT (-71.151769 42.349219),,7,9
42.348879,-71.152505,perfectionist painters,2 Academy Hill Rd,2135,238320,Painting and Wall Covering Contractors,23,Construction,2.0,1 to 9,Brighton,POINT (-71.152505 42.348879),,7,9
42.350552,-71.165484,pella insurance,585 Washington St,2135,524210,Insurance Agencies and Brokerages,52,Finance and Insurance,3.0,1 to 9,Brighton,POINT (-71.165484 42.350552),,7,9
42.349504,-71.163732,pbi construction inc,545 Washington St,2135,236115,New Single-Family Housing Construction (except For-Sale Builders),23,Construction,1.0,1 to 9,Brighton,POINT (-71.163732 42.349504),,7,9
42.350167,-71.166331,paris nail & spa,590 Washington St,2135,812113,Nail Salons,81,Other Services,3.0,1 to 9,Brighton,POINT (-71.166331 42.350167),,7,9
42.349398,-71.154065,paris model nail,373 Washington St,2135,812113,Nail Salons,81,Other Services,2.0,1 to 9,Brighton,POINT (-71.154065 42.349398),,7,9
42.349214,-71.162873,papa john's pizza,533 Washington St,2135,722511,Full-Service Restaurants,72,Accommodation and Food Services,14.0,10 to 24,Brighton,POINT (-71.162873 42.349214),,7,9
42.3494,-71.155286,palace spa,419 Washington St,2135,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),45,Retail Trade,3.0,1 to 9,Brighton,POINT (-71.155286 42.3494),,7,9
42.348894,-71.151707,our future learning center,320 Washington St,2135,611710,Educational Support Services,61,Educational Services,16.0,10 to 24,Brighton,POINT (-71.151707 42.348894),,7,9
42.349464,-71.149648,optimum vision care,9 Henshaw St,2135,621320,Offices of Optometrists,62,Healthcare and Social Assistance,5.0,1 to 9,Brighton,POINT (-71.149648 42.349464),,7,9
42.348881,-71.153272,open doors,360 Washington St,2135,444190,Other Building Material Dealers,44,Retail Trade,5.0,1 to 9,Brighton,POINT (-71.153272 42.348881),,7,9
42.349277,-71.152924,omg optical,357 Washington St,2135,452319,All Other General Merchandise Stores,45,Retail Trade,2.0,1 to 9,Brighton,POINT (-71.152924 42.349277),,7,9
42.350387,-71.165135,olivia's pizza,583 Washington St,2135,722511,Full-Service Restaurants,72,Accommodation and Food Services,3.0,1 to 9,Brighton,POINT (-71.165135 42.350387),,7,9
42.349198,-71.151567,northerrn ave hospitality inc,311 Washington St,2135,721110,Hotels (except Casino Hotels) and Motels,72,Accommodation and Food Services,13.0,10 to 24,Brighton,POINT (-71.151567 42.349198),,7,9
42.350592,-71.169433,northeast cpr,640 Washington St,2135,0,,99,Undefined,0.0,Not Available,Brighton,POINT (-71.169433 42.350592),,7,9
42.34892,-71.154565,newa liquors inc,388 Washington St,2135,445310,"Beer, Wine, and Liquor Stores",44,Retail Trade,3.0,1 to 9,Brighton,POINT (-71.154565 42.34892),,7,9
42.3489,-71.148244,new england sinai hospital,736 Cambridge St,2135,0,,99,Undefined,0.0,Not Available,Brighton,POINT (-71.148244 42.3489),,7,9
42.348883,-71.147424,new england eye center,11 Nevins St,2135,621493,Freestanding Ambulatory Surgical and Emergency Centers,62,Healthcare and Social Assistance,16.0,10 to 24,Brighton,POINT (-71.147424 42.348883),,7,9
42.348777,-71.155207,nearly new thrift shop,404 Washington St,2135,453310,Used Merchandise Stores,45,Retail Trade,0.0,Not Available,Brighton,POINT (-71.155207 42.348777),,7,9
42.34954,-71.163674,miyuki sushi japanese restaurant,547 Washington St,2135,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Brighton,POINT (-71.163674 42.34954),,7,9
42.348892,-71.154381,minas jewelry & fashion,382 Washington St,2135,448310,Jewelry Stores,44,Retail Trade,2.0,1 to 9,Brighton,POINT (-71.154381 42.348892),,7,9
42.348881,-71.153272,michael's hair cutting for men,4 Chestnut Hill Ave,2135,812111,Barber Shops,81,Other Services,1.0,1 to 9,Brighton,POINT (-71.153272 42.348881),,7,9
42.349453,-71.151543,metro package delivery inc,12 Wirt St,2135,484110,"General Freight Trucking, Local",48,Transportation and Warehosuing,5.0,1 to 9,Brighton,POINT (-71.151543 42.349453),,7,9
42.349258,-71.153083,mdm noodles,351 Washington St,2135,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Brighton,POINT (-71.153083 42.349258),,7,9
42.348722,-71.153317,mcdevitt realty,8 Chestnut Hill Ave,2135,531110,Lessors of Residential Buildings and Dwellings,53,Real Estate Rental and Leasing,1.0,1 to 9,Brighton,POINT (-71.153317 42.348722),,7,9
42.349453,-71.151543,mcdermott realty associates,12 Wirt St,2135,531210,Offices of Real Estate Agents and Brokers,53,Real Estate Rental and Leasing,4.0,1 to 9,Brighton,POINT (-71.151543 42.349453),,7,9
42.348762,-71.154291,max taylor & company inc,380 Washington St,2135,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),42,Wholesale Trade,11.0,10 to 24,Brighton,POINT (-71.154291 42.348762),,7,9
42.349465,-71.153117,matt's barber shop,408 Market St,2135,812111,Barber Shops,81,Other Services,2.0,1 to 9,Brighton,POINT (-71.153117 42.349465),,7,9
42.350341,-71.166835,mass united bjj,600 Washington St,2135,0,,99,Undefined,0.0,Not Available,Brighton,POINT (-71.166835 42.350341),,7,9
42.349667,-71.149361,mason management,8 Elko St,2135,561110,Office Administrative Services,56,"Adminstrative, Support, Waste Management, and Remediation Services",5.0,1 to 9,Brighton,POINT (-71.149361 42.349667),,7,9
42.351633,-71.166966,martinelli service inc,393 Faneuil St,2135,541990,"All Other Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services",3.0,1 to 9,Brighton,POINT (-71.166966 42.351633),,7,9
42.348863,-71.157391,maria vasilakis llc,438 Washington St,2135,621210,Offices of Dentists,62,Healthcare and Social Assistance,7.0,1 to 9,Brighton,POINT (-71.157391 42.348863),,7,9
42.349297,-71.15522,magic cuts,409 Washington St,2135,812112,Beauty Salons,81,Other Services,3.0,1 to 9,Brighton,POINT (-71.15522 42.349297),,7,9
42.349985,-71.165078,macs deli,572 Washington St,2135,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Brighton,POINT (-71.165078 42.349985),,7,9
42.349453,-71.151543,macdonald brothers moving,12 Wirt St,2135,531130,Lessors of Miniwarehouses and Self-Storage Units,53,Real Estate Rental and Leasing,3.0,1 to 9,Brighton,POINT (-71.151543 42.349453),,7,9
42.348691,-71.150477,m v conglomerate corp,288 Washington St,2135,0,,99,Undefined,0.0,Not Available,Brighton,POINT (-71.150477 42.348691),,7,9
42.350229,-71.164903,lovely nails salon,579 Washington St,2135,812113,Nail Salons,81,Other Services,3.0,1 to 9,Brighton,POINT (-71.164903 42.350229),,7,9
42.3489,-71.148244,lori's gifts,736 Cambridge St,2135,453220,"Gift, Novelty, and Souvenir Stores",45,Retail Trade,3.0,1 to 9,Brighton,POINT (-71.148244 42.3489),,7,9
42.349275,-71.154223,lo & hana fashion corp,369 Washington St,2135,448140,Family Clothing Stores,44,Retail Trade,3.0,1 to 9,Brighton,POINT (-71.154223 42.349275),,7,9
42.349263,-71.153162,lo & hana fashion,353 Washington St,2135,448140,Family Clothing Stores,44,Retail Trade,3.0,1 to 9,Brighton,POINT (-71.153162 42.349263),,7,9
42.35044,-71.167964,livion organic,618 Washington St,2135,0,,99,Undefined,0.0,Not Available,Brighton,POINT (-71.167964 42.35044),,7,9
42.350592,-71.169433,little sprouts early education & child care,640 Washington St,2135,624410,Child Day Care Services,62,Healthcare and Social Assistance,27.0,25 to 49,Brighton,POINT (-71.169433 42.350592),,7,9
42.349306,-71.154846,little pizza king,389 Washington St,2135,722511,Full-Service Restaurants,72,Accommodation and Food Services,2.0,1 to 9,Brighton,POINT (-71.154846 42.349306),,7,9
42.348804,-71.152153,little pecan bistro,296 Washington St,2135,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Brighton,POINT (-71.152153 42.348804),,7,9
42.349902,-71.150153,lisa bedoya therapeutic,17 Henshaw St,2135,812199,Other Personal Care Services,81,Other Services,1.0,1 to 9,Brighton,POINT (-71.150153 42.349902),,7,9
42.349902,-71.150153,"lisa bedoya lmt, massage + reiki services",17 Henshaw St,2135,812199,Other Personal Care Services,81,Other Services,1.0,1 to 9,Brighton,POINT (-71.150153 42.349902),,7,9
42.349263,-71.153162,lincoln management group ltd,353 Washington St,2135,561110,Office Administrative Services,56,"Adminstrative, Support, Waste Management, and Remediation Services",3.0,1 to 9,Brighton,POINT (-71.153162 42.349263),,7,9
42.348879,-71.152505,lin van corp,2 Academy Hill Rd,2135,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Brighton,POINT (-71.152505 42.348879),,7,9
42.349236,-71.152252,liberty tax service,331 Washington St,2135,541213,Tax Preparation Services,54,"Professional, Scientific, and Technical Services",6.0,1 to 9,Brighton,POINT (-71.152252 42.349236),,7,9
42.349504,-71.163732,lessard's barber shop,545 Washington St,2135,812111,Barber Shops,81,Other Services,3.0,1 to 9,Brighton,POINT (-71.163732 42.349504),,7,9
42.349394,-71.156032,legend development group inc,425 Washington St,2135,0,,99,Undefined,0.0,Not Available,Brighton,POINT (-71.156032 42.349394),,7,9
42.350338,-71.166641,last drop,596 Washington St,2135,722511,Full-Service Restaurants,72,Accommodation and Food Services,10.0,10 to 24,Brighton,POINT (-71.166641 42.350338),,7,9
42.348849,-71.150918,la flaca y el gordo inc,304 Washington St,2135,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Brighton,POINT (-71.150918 42.348849),,7,9
42.350567,-71.165708,l r hair salon,591 Washington St,2135,812112,Beauty Salons,81,Other Services,3.0,1 to 9,Brighton,POINT (-71.165708 42.350567),,7,9
42.348762,-71.154291,ksm staffing inc,380 Washington St,2135,541612,Human Resources Consulting Services,54,"Professional, Scientific, and Technical Services",7.0,1 to 9,Brighton,POINT (-71.154291 42.348762),,7,9
42.349695,-71.163887,keegan contracting,551 Washington St,2135,236115,New Single-Family Housing Construction (except For-Sale Builders),23,Construction,4.0,1 to 9,Brighton,POINT (-71.163887 42.349695),,7,9
42.349155,-71.16083,juice & jazz,501 Washington St,2135,722515,Snack and Nonalcoholic Beverage Bars,72,Accommodation and Food Services,4.0,1 to 9,Brighton,POINT (-71.16083 42.349155),,7,9
42.349453,-71.151543,joseph m smith community health center inc,12 Wirt St,2135,621493,Freestanding Ambulatory Surgical and Emergency Centers,62,Healthcare and Social Assistance,15.0,10 to 24,Brighton,POINT (-71.151543 42.349453),,7,9
42.349306,-71.154395,johnny's d's fruit & produce,381 Washington St,2135,445230,Fruit and Vegetable Markets,44,Retail Trade,2.0,1 to 9,Brighton,POINT (-71.154395 42.349306),,7,9
42.349119,-71.154126,john j ryan insurance agency,376 Washington St,2135,524210,Insurance Agencies and Brokerages,52,Finance and Insurance,5.0,1 to 9,Brighton,POINT (-71.154126 42.349119),,7,9
42.349275,-71.154226,jim's deli & restaurant,371 Washington St,2135,722511,Full-Service Restaurants,72,Accommodation and Food Services,3.0,1 to 9,Brighton,POINT (-71.154226 42.349275),,7,9
42.349465,-71.153117,jasmine bistro,412 Market St,2135,722511,Full-Service Restaurants,72,Accommodation and Food Services,3.0,1 to 9,Brighton,POINT (-71.153117 42.349465),,7,9
42.3489,-71.148244,james a strom md pc,736 Cambridge St,2135,621111,Offices of Physicians (except Mental Health Specialists),62,Healthcare and Social Assistance,0.0,Not Available,Brighton,POINT (-71.148244 42.3489),,7,9
42.350592,-71.169433,itn brighton,640 Washington St,2135,0,,99,Undefined,0.0,Not Available,Brighton,POINT (-71.169433 42.350592),,7,9
42.3489,-71.148244,internal medicine,736 Cambridge St,2135,621111,Offices of Physicians (except Mental Health Specialists),62,Healthcare and Social Assistance,9.0,1 to 9,Brighton,POINT (-71.148244 42.3489),,7,9
42.349214,-71.162873,hoshi ya,529 Washington St,2135,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Brighton,POINT (-71.162873 42.349214),,7,9
42.348762,-71.154291,home inspection all star bstn,380 Washington St,2135,531390,Other Activities Related to Real Estate,53,Real Estate Rental and Leasing,1.0,1 to 9,Brighton,POINT (-71.154291 42.348762),,7,9
42.348894,-71.151707,holistic clinics inc,320 Washington St,2135,621999,All Other Miscellaneous Ambulatory Health Care Services,62,Healthcare and Social Assistance,8.0,1 to 9,Brighton,POINT (-71.151707 42.348894),,7,9
42.349306,-71.154395,happy garden chinese rstrnts,377 Washington St,2135,722511,Full-Service Restaurants,72,Accommodation and Food Services,7.0,1 to 9,Brighton,POINT (-71.154395 42.349306),,7,9
42.348722,-71.153317,hair garden salon,8 Chestnut Hill Ave,2135,812112,Beauty Salons,81,Other Services,3.0,1 to 9,Brighton,POINT (-71.153317 42.348722),,7,9
42.350387,-71.165135,gyro shuffle,583 Washington St,2135,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Brighton,POINT (-71.165135 42.350387),,7,9
42.348762,-71.154291,grupo capoeira brasil,380 Washington St,2135,611620,Sports and Recreation Instruction,61,Educational Services,2.0,1 to 9,Brighton,POINT (-71.154291 42.348762),,7,9
42.349201,-71.161777,groundworks landscaping,513 Washington St,2135,561730,Landscaping Services,56,"Adminstrative, Support, Waste Management, and Remediation Services",1.0,1 to 9,Brighton,POINT (-71.161777 42.349201),,7,9
42.351239,-71.168429,greenhouse kitchen,435 Faneuil St,2135,722511,Full-Service Restaurants,72,Accommodation and Food Services,2.0,1 to 9,Brighton,POINT (-71.168429 42.351239),,7,9
42.350387,-71.165135,greek village gyros & grill,583 Washington St,2135,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Brighton,POINT (-71.165135 42.350387),,7,9
42.349676,-71.148961,greater boston medical associates,747 Cambridge St,2135,621111,Offices of Physicians (except Mental Health Specialists),62,Healthcare and Social Assistance,7.0,1 to 9,Brighton,POINT (-71.148961 42.349676),,7,9
